Key,Address,R,Hp,Pos,Label
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,0,"[100, 6, 0]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,1,"[100, 6, 1]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,2,"[100, 6, 2]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,3,"[100, 6, 3]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,4,"[100, 6, 4]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,5,"[100, 6, 5]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,6,"[100, 6, 6]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,7,"[100, 6, 7]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,8,"[100, 6, 8]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,9,"[100, 6, 9]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,10,"[100, 6, 10]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,11,"[100, 6, 11]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,12,"[100, 6, 12]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,13,"[100, 6, 13]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,14,"[100, 6, 14]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,15,"[100, 6, 15]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,16,"[100, 6, 16]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,17,"[100, 6, 17]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,18,"[100, 6, 18]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,19,"[100, 6, 19]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,20,"[100, 6, 20]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,21,"[100, 6, 21]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,22,"[100, 6, 22]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,23,"[100, 6, 23]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,24,"[100, 6, 24]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,25,"[100, 6, 25]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,26,"[100, 6, 26]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,27,"[100, 6, 27]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,28,"[100, 6, 28]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,29,"[100, 6, 29]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,30,"[100, 6, 30]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,31,"[100, 6, 31]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,32,"[100, 6, 32]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,33,"[100, 6, 33]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,34,"[100, 6, 34]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,35,"[100, 6, 35]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,36,"[100, 6, 36]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,37,"[100, 6, 37]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,38,"[100, 6, 38]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,39,"[100, 6, 39]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,40,"[100, 6, 40]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,41,"[100, 6, 41]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,42,"[100, 6, 42]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,43,"[100, 6, 43]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,44,"[100, 6, 44]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,45,"[100, 6, 45]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,46,"[100, 6, 46]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,47,"[100, 6, 47]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,48,"[100, 6, 48]"
R_100_Hp_6,../data/shallow_water_simulation/R_100_Hp_6.npy,100,6,49,"[100, 6, 49]"
