Key,Address,R,Hp,Pos,Label
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,0,"[100, 4, 0]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,1,"[100, 4, 1]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,2,"[100, 4, 2]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,3,"[100, 4, 3]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,4,"[100, 4, 4]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,5,"[100, 4, 5]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,6,"[100, 4, 6]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,7,"[100, 4, 7]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,8,"[100, 4, 8]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,9,"[100, 4, 9]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,10,"[100, 4, 10]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,11,"[100, 4, 11]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,12,"[100, 4, 12]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,13,"[100, 4, 13]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,14,"[100, 4, 14]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,15,"[100, 4, 15]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,16,"[100, 4, 16]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,17,"[100, 4, 17]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,18,"[100, 4, 18]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,19,"[100, 4, 19]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,20,"[100, 4, 20]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,21,"[100, 4, 21]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,22,"[100, 4, 22]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,23,"[100, 4, 23]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,24,"[100, 4, 24]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,25,"[100, 4, 25]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,26,"[100, 4, 26]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,27,"[100, 4, 27]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,28,"[100, 4, 28]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,29,"[100, 4, 29]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,30,"[100, 4, 30]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,31,"[100, 4, 31]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,32,"[100, 4, 32]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,33,"[100, 4, 33]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,34,"[100, 4, 34]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,35,"[100, 4, 35]"
R_100_Hp_4,../data/shallow_water_simulation/R_100_Hp_4.npy,100,4,36,"[100, 4, 36]"
